,domain,source
2102,thelibertybeacon.com,"['opensources', 'mbfc']"
2103,themarshallproject.org,['mbfc']
2104,thelondoneconomic.com,['mbfc']
2105,themilitant.com,['mbfc']
2106,theledger.com,['mbfc']
2107,theconservativetreehouse.com,"['opensources', 'mbfc', 'politifact']"
2108,thelily.com,['mbfc']
2109,soas.ac.uk,['mbfc']
2110,koreatimes.co.kr,['mbfc']
2111,thelibertarianrepublic.com,"['allcott', 'mbfc']"
2112,themindunleashed.org,"['opensources', 'mbfc']"
2113,mcall.com,['mbfc']
2114,thenationalpatriot.com,['mbfc']
2115,themonthly.com.au,['mbfc']
2116,thenewamerican.com,"['opensources', 'mbfc']"
2117,alaraby.co.uk,['mbfc']
2118,thenational.ae,['mbfc']
2119,modbee.com,['mbfc']
2120,morningstaronline.co.uk,['mbfc']
2121,thenewatlantis.com,['mbfc']
2122,nationinstitute.org,['mbfc']
2123,thenationalpulse.com,['mbfc']
2124,nation.com.pk,"['mbfc', 'politifact']"
2125,themillenniumreport.com,['mbfc']
2126,thenewcivilrightsmovement.com,['mbfc']
2127,themoderatevoice.com,['mbfc']
2128,themilreview.com,['mbfc']
2129,themoderatedmedia.com,['mbfc']
2130,thenevadaindependent.com,['mbfc']
2131,nationalmemo.com,['mbfc']
2132,theodysseyonline.com,['mbfc']
2133,thenewsliteracyproject.org,['mbfc']
2134,theolympian.com,['mbfc']
2135,theohiostar.com,['mbfc']
2136,thenextweb.com,['mbfc']
2137,thenewstribune.com,['mbfc']
2138,mynewsguru.com,['mbfc']
2139,thenews.com.pk,['mbfc']
2140,newlypress.com,['mbfc']
2141,thenews.mx,['mbfc']
2142,thenewsnerd.com,"['buzzfeed', 'opensources', 'mbfc']"
2143,oklahoman.com,['mbfc']
2144,thenewtropic.com,['mbfc']
2145,observatory.journalism.wisc.edu,['mbfc']
2146,theobjectivestandard.com,['mbfc']
2147,international.thenewslens.com,['mbfc']
2148,newstimes.com,['mbfc']
2149,thepoliticaltribune.com,['mbfc']
2150,theoutline.com,['mbfc']
2151,pennlive.com,['mbfc']
2152,thepostemail.com,"['opensources', 'mbfc']"
2153,politicalgarbagechute.com,['mbfc']
2154,postandcourier.com,['mbfc']
2155,pantagraph.com,['mbfc']
2156,thepeoplestruth.com,['mbfc']
2157,outlook.monmouth.edu,['mbfc']
2158,theoslotimes.com,['mbfc']
2159,palestinechronicle.com,['mbfc']
2160,outabouter.com,['mbfc']
2161,palmbeachpost.com,['mbfc']
2162,other98.com,"['opensources', 'mbfc']"
2163,phnompenhpost.com,['mbfc']
2164,cleveland.com,['mbfc']
2165,theonion.com,"['opensources', 'mbfc']"
2166,thepeoplescube.com,"['opensources', 'mbfc', 'politifact']"
2167,patriotpost.us,"['opensources', 'mbfc']"
2168,pressdemocrat.com,['mbfc']
2169,progressivefrontier.com,['mbfc']
2170,rebelnews.com,['mbfc']
2171,therealstrategy.com,"['allcott', 'opensources', 'mbfc']"
2172,samefacts.com,['mbfc']
2173,thepremiumnews.com,"['mbfc', 'politifact']"
2174,the-postillon.com,"['mbfc', 'politifact']"
2175,therantidote.com,['mbfc']
2176,thequint.com,['mbfc']
2177,proudcons.com,"['opensources', 'mbfc']"
2178,theracketreport.com,"['buzzfeed', 'opensources', 'mbfc', 'politifact']"
2179,northjersey.com,['mbfc']
2180,pulsegulfcoast.com,['mbfc']
2181,progressive.org,['mbfc']
2182,thepostmillennial.com,['mbfc']
2183,syracuse.com,['mbfc']
2184,pe.com,['mbfc']
2185,theproudliberal.org,['mbfc']
2186,poststar.com,['mbfc']
2187,thesciencepost.com,['mbfc']
2188,therightscoop.com,"['opensources', 'mbfc']"
2189,theresurgent.com,['mbfc']
2190,theringer.com,['mbfc']
2191,theseattletribune.com,"['opensources', 'mbfc', 'politifact']"
2192,remnantnewspaper.com,['mbfc']
2193,thelastlineofdefense.org,"['opensources', 'buzzfeed', 'politifact', 'allcott', 'mbfc']"
2194,scotsman.com,['mbfc']
2195,ronpaulinstitute.org,"['opensources', 'mbfc']"
2196,theroot.com,['mbfc']
2197,thesaturdaypaper.com.au,['mbfc']
2198,the-scientist.com,['mbfc']
2199,therundownlive.com,"['opensources', 'mbfc']"
2200,thereligionofpeace.com,['mbfc']
2201,therightists.com,"['allcott', 'opensources', 'mbfc', 'politifact']"
2202,theredshtick.com,['mbfc']
2203,therightstuff.biz,"['opensources', 'mbfc']"
2204,skepdic.com,['mbfc']
2205,theshovel.com.au,"['opensources', 'mbfc']"
2206,stream.org,['mbfc']
2207,thesorrentino.com,['mbfc']
2208,thestate.com,['mbfc']
2209,straitstimes.com,['mbfc']
2210,thespoof.com,"['opensources', 'mbfc']"
2211,thesternfacts.com,['mbfc']
2212,spokesman.com,['mbfc']
2213,thestrategybridge.org,['mbfc']
2214,thesmokinggun.com,['mbfc']
2215,spectator.co.uk,['mbfc']
2216,sociable.co,['mbfc']
2217,theskimm.com,['mbfc']
2218,thelasource.com,['mbfc']
2219,thesouthern.com,['mbfc']
2220,cumberlink.com,['mbfc']
2221,thestranger.com,['mbfc']
2222,thesun.co.uk,['mbfc']
2223,texasobserver.org,['mbfc']
2224,tehrantimes.com,['mbfc']
2225,thetandd.com,['mbfc']
2226,tennessean.com,['mbfc']
2227,thetimesherald.com,['mbfc']
2228,thesunmagazine.org,['mbfc']
2229,tennesseestar.com,['mbfc']
2230,theitem.com,['mbfc']
2231,thetab.com,['mbfc']
2232,thetrumpmedia.com,"['opensources', 'mbfc', 'politifact']"
2233,digifection.com,['mbfc']
2234,times.com.mx,"['opensources', 'mbfc', 'politifact']"
2235,swedishwire.com,['mbfc']
2236,thetrace.org,['mbfc']
2237,mywebtimes.com,['mbfc']
2238,thetrumpet.com,['mbfc']
2239,timesofindia.indiatimes.com,['mbfc']
2240,smh.com.au,['mbfc']
2241,thetimes.co.uk,['mbfc']
2242,villagevoice.com,['mbfc']
2243,thetruthseeker.co.uk,"['opensources', 'mbfc']"
2244,undergroundnewsreport.com,"['opensources', 'mbfc', 'politifact']"
2245,unz.com,"['opensources', 'mbfc']"
2246,wakingtimes.com,"['opensources', 'mbfc']"
2247,theverge.com,['mbfc']
2248,thetruthaboutcancer.com,"['opensources', 'mbfc']"
2249,thetruthdivision.com,"['opensources', 'mbfc']"
2250,usa-conservative.com,['mbfc']
2251,thewalrus.ca,['mbfc']
2252,washingtoninstitute.org,['mbfc']
2253,truthsetter.com,['mbfc']
2254,thevarsity.ca,['mbfc']
2255,watchers.news,['mbfc']
2256,theuspatriot.com,"['opensources', 'mbfc']"
2257,theunrealtimes.com,"['opensources', 'mbfc']"
2258,pilotonline.com,['mbfc']
2259,thetyee.ca,['mbfc']
2260,washingtonfeed.com,"['mbfc', 'politifact']"
2261,thetruthaboutguns.com,['mbfc']
2262,theweek.co.uk,['mbfc']
2263,thegrio.com,['mbfc']
2264,worldcantwait.net,['mbfc']
2265,zdf.de,['mbfc']
2266,wcfcourier.com,['mbfc']
2267,thinkprogress.org,"['opensources', 'mbfc']"
2268,thinkamericana.com,['mbfc']
2269,theoswatch.com,['mbfc']
2270,thewashingtonreporter.com,['mbfc']
2271,thisisthezerohour.com,['mbfc']
2272,thewest.com.au,['mbfc']
2273,thewire.in,['mbfc']
2274,wilderness.org,['mbfc']
2275,theweek.com,['mbfc']
2276,thejournal.ie,['mbfc']
2277,thewrap.com,['mbfc']
2278,tnonline.com,['mbfc']
2279,thoughtcrimeradio.net,['mbfc']
2280,thinkingmomsrevolution.com,['mbfc']
2281,timeslive.co.za,['mbfc']
2282,timesheadline.com,['mbfc']
2283,this.org,['mbfc']
2284,timesofisrael.com,['mbfc']
2285,thrivemovement.com,"['opensources', 'mbfc']"
2286,time.com,['mbfc']
2287,thirdway.org,['mbfc']
2288,magicvalley.com,['mbfc']
2289,timesofsandiego.com,['mbfc']
2290,news.trust.org,['mbfc']
2291,toinformistoinfluence.com,['mbfc']
2292,thoughtco.com,['mbfc']
2293,tittletattle365.com,['mbfc']
2294,nola.com,['mbfc']
2295,tribunist.com,"['opensources', 'mbfc']"
2296,tomdispatch.com,['mbfc']
2297,topinfopost.com,"['allcott', 'opensources', 'mbfc']"
2298,tribunemagazine.org,['mbfc']
2299,triggerreset.net,['mbfc']
2300,thestar.com,['mbfc']
2301,treehugger.com,['mbfc']
2302,toprightnews.com,"['opensources', 'mbfc']"
2303,cjonline.com,['mbfc']
2304,tribunecontentagency.com,['mbfc']
2305,toledoblade.com,['mbfc']
2306,torontosun.com,['mbfc']
2307,toptopic.club,['mbfc']
2308,trtworld.com,['mbfc']
2309,townhall.com,['mbfc']
2310,towleroad.com,['mbfc']
2311,transparency.org,['mbfc']
2312,todayifoundout.com,['mbfc']
2313,trumpservativenews.info,['mbfc']
2314,truthbang.net,['mbfc']
2315,truththeory.com,['mbfc']
2316,truthinmedia.com,"['opensources', 'mbfc']"
2317,trump.news,['mbfc']
2318,truthchannelpolitics.com,['mbfc']
2319,truthmonitor.com,['mbfc']
2320,trunews.com,"['opensources', 'mbfc']"
2321,truthbroadcastnetwork.com,"['opensources', 'mbfc']"
2322,truthagainstthemachine.com,['mbfc']
2323,truebluescoop.com,['mbfc']
2324,truthandaction.org,"['allcott', 'opensources', 'mbfc']"
2325,truthexam.com,['mbfc']
2326,trueviralnews.com,['mbfc']
2327,truthuncensored.net,['mbfc']
2328,truthbetold.news,['mbfc']
2329,truepundit.com,"['opensources', 'mbfc']"
2330,unbiasedamerica.com,['mbfc']
2331,truthdig.com,['mbfc']
2332,undergroundjournalist.org,['mbfc']
2333,undergroundhealth.com,"['opensources', 'mbfc']"
2334,unclesamsmisguidedchildren.com,"['allcott', 'opensources', 'mbfc']"
2335,turkeyandfacts.com,['mbfc']
2336,twitchy.com,"['allcott', 'opensources', 'mbfc']"
2337,uawire.org,['mbfc']
2338,truthorfiction.com,"['allcott', 'mbfc']"
2339,twisted.news,['mbfc']
2340,tpusa.com,['mbfc']
2341,ukcolumn.org,['mbfc']
2342,undark.org,['mbfc']
2343,tvw.org,['mbfc']
2344,truthout.org,['mbfc']
2345,truthfeednews.com,['mbfc']
2346,truthbrary.org,['mbfc']
2347,unwatch.org,['mbfc']
2348,universitybusiness.com,['mbfc']
2349,upi.com,['mbfc']
2350,uniquewebmagazine.com,['mbfc']
2351,universetoday.com,['mbfc']
2352,usinfonews.com,"['opensources', 'mbfc', 'politifact']"
2353,understandrealitythroughscience.blogspot.com,['mbfc']
2354,upworthy.com,['mbfc']
2355,science.energy.gov,['mbfc']
2356,uschronicle.com,"['opensources', 'mbfc']"
2357,urban.org,['mbfc']
2358,ucsusa.org,['mbfc']
2359,uproxx.com,['mbfc']
2360,ushealthyadvisor.com,"['allcott', 'opensources', 'mbfc', 'politifact']"
2361,unitynewsnetwork.co.uk,['mbfc']
2362,unicornriot.ninja,['mbfc']
2363,understandingthethreat.com,['mbfc']
2364,house.gov,['mbfc']
2365,usherald.com,"['allcott', 'opensources', 'mbfc', 'politifact']"
2366,uft.org,['mbfc']
2367,usapoliticsnow.com,"['allcott', 'opensources', 'mbfc', 'politifact']"
2368,politicsusanews.com,"['opensources', 'mbfc', 'politifact']"
2369,usaconservativereport.com,"['mbfc', 'politifact']"
2370,usuncut.com,"['opensources', 'mbfc']"
2371,usanews4u.us,"['mbfc', 'politifact']"
2372,states-tv.com,"['mbfc', 'politifact']"
2373,usahitman.com,"['opensources', 'mbfc']"
2374,usapoliticstoday.com,"['allcott', 'opensources', 'mbfc', 'politifact']"
2375,usjournalreview.com,['mbfc']
2376,usapubliclife.com,['mbfc']
2377,theuspoliticalpost.com,['mbfc']
2378,uspoliticsinfo.com,"['mbfc', 'politifact']"
2379,usadailyreview.com,['mbfc']
2380,usnationalnews.org,['mbfc']
2381,usareally.com,['mbfc']
2382,usadosenews.com,"['opensources', 'mbfc', 'politifact']"
2383,usanewsflash.com,"['allcott', 'opensources', 'mbfc', 'politifact']"
2384,usanewstoday.org,['mbfc']
2385,usadailypost.us,"['mbfc', 'politifact']"
2386,usainfront.com,['mbfc']
2387,uspoln.com,"['allcott', 'opensources', 'mbfc', 'politifact']"
2388,usawatchdog.com,"['opensources', 'mbfc']"
2389,standard.net,['mbfc']
2390,uspostman.com,"['opensources', 'mbfc', 'politifact']"
2391,usasupreme.com,"['allcott', 'opensources', 'mbfc', 'politifact']"
2392,usnews.com,['mbfc']
2393,upr.org,['mbfc']
2394,ussanews.com,['mbfc']
2395,vaccines.news,['mbfc']
2396,vaccinesrevealed.com,['mbfc']
2397,usaviralnewstoday.com,['mbfc']
2398,usatoday.com,['mbfc']
2399,usafacts.org,['mbfc']
2400,usaspending.gov,['mbfc']
2401,usaworldbox.com,"['mbfc', 'politifact']"
2402,usanetwork.info,['mbfc']
2403,usafirstinformation.com,"['opensources', 'mbfc', 'politifact']"
2404,vactruth.com,['mbfc']
2405,vaxxter.com,['mbfc']
2406,verrit.com,['mbfc']
2407,viralcords.com,['mbfc']
2408,vancouversun.com,['mbfc']
2409,vesselnews.io,"['allcott', 'mbfc']"
2410,veteranstoday.com,"['opensources', 'mbfc']"
2411,vermontindependent.org,['mbfc']
2412,vdare.com,"['opensources', 'mbfc']"
2413,verifiedpolitics.com,['mbfc']
2414,valuewalk.com,['mbfc']
2415,vigilantcitizen.com,"['allcott', 'opensources', 'mbfc']"
2416,bloodandsoil.org,['mbfc']
2417,vice.com,['mbfc']
2418,verafiles.org,['mbfc']
2419,verywell.com,['mbfc']
2420,en.radiovaticana.va,['mbfc']
2421,vidmax.com,['mbfc']
2422,vanityfair.com,['mbfc']
2423,voiceofamericatv.com,['mbfc']
2424,walkwithher.com,['mbfc']
2425,viralnewsnetwork.net,['mbfc']
2426,voiceofsandiego.org,['mbfc']
2427,viraltitle.com,['mbfc']
2428,voiceofeurope.com,['mbfc']
2429,viralthread.com,['mbfc']
2430,voanews.com,['mbfc']
2431,viralliberty.com,"['opensources', 'mbfc']"
2432,votevets.org,['mbfc']
2433,vulture.com,['mbfc']
2434,vosizneias.com,['mbfc']
2435,vivaliberty.com,['mbfc']
2436,vocativ.com,['mbfc']
2437,vox.com,['mbfc']
2438,votesmart.org,['mbfc']
2439,wakeup-world.com,['mbfc']
2440,washingtonexaminer.com,"['opensources', 'mbfc']"
2441,washingtontimes.com,"['allcott', 'mbfc']"
2442,wallstreetonparade.com,"['opensources', 'mbfc']"
2443,washingtonmonthly.com,['mbfc']
2444,rep-am.com,['mbfc']
2445,warontherocks.com,['mbfc']
2446,washingtonpost.com,['mbfc']
2447,wsj.com,['mbfc']
2448,washingtonsources.org,['mbfc']
2449,washingtonbabylon.com,['mbfc']
2450,washingtonblade.com,['mbfc']
2451,wtop.com,['mbfc']
2452,waterfordwhispersnews.com,"['opensources', 'mbfc']"
2453,freebeacon.com,"['opensources', 'mbfc']"
2454,wallbuilders.com,['mbfc']
2455,washingtonpress.com,['mbfc']
2456,westernsentinel.com,"['allcott', 'mbfc']"
2457,wearyourvoicemag.com,['mbfc']
2458,weaselzippers.us,"['opensources', 'mbfc']"
2459,whatstheharm.net,['mbfc']
2460,wgntv.com,"['allcott', 'mbfc']"
2461,anonhq.com,"['allcott', 'opensources', 'mbfc']"
2462,westernfreepress.com,['mbfc']
2463,webmd.com,['mbfc']
2464,whale.to,['mbfc']
2465,whatmattersnews.com,['mbfc']
2466,webdaily.com,"['opensources', 'mbfc']"
2467,wattsupwiththat.com,['mbfc']
2468,weeklystandard.com,"['opensources', 'mbfc']"
2469,westmonster.com,['mbfc']
2470,whatreallyhappened.com,"['opensources', 'mbfc']"
2471,wearethemighty.com,['mbfc']
2472,weconservative.com,"['mbfc', 'politifact']"
2473,wellnessachiever.net,['mbfc']
2474,wearechange.org,"['allcott', 'opensources', 'mbfc']"
2475,wikispooks.com,"['opensources', 'mbfc']"
2476,winningdemocrats.com,"['allcott', 'opensources', 'mbfc']"
2477,en.wikinews.org,['mbfc']
2478,whatdoesitmean.com,"['allcott', 'opensources', 'mbfc', 'politifact']"
2479,wingsoverscotland.com,['mbfc']
2480,wikitribune.com,['mbfc']
2481,whitehousewatch.com,['mbfc']
2482,wionews.com,['mbfc']
2483,whowhatwhy.org,"['opensources', 'mbfc']"
2484,wikipedia.org,['mbfc']
2485,sungazette.com,['mbfc']
2486,whydontyoutrythis.com,"['opensources', 'mbfc', 'politifact']"
2487,kansas.com,['mbfc']
2488,wikiislam.net,['mbfc']
2489,wikileaks.org,"['opensources', 'mbfc']"
2490,whatfinger.com,['mbfc']
2491,windsorstar.com,['mbfc']
2492,wired.com,['mbfc']
2493,who.int,['mbfc']
2494,worldpolicy.org,['mbfc']
2495,worldnewspolitics.com,"['allcott', 'opensources', 'mbfc']"
2496,host.madison.com,['mbfc']
2497,worldpress.org,['mbfc']
2498,worldaffairsjournal.org,['mbfc']
2499,thepublicdiscourse.com,['mbfc']
2500,wonkette.com,['mbfc']
2501,wnd.com,"['allcott', 'opensources', 'mbfc']"
2502,worldpoliticsreview.com,['mbfc']
2503,workers.org,['mbfc']
2504,weforum.org,['mbfc']
2505,public.wmo.int,['mbfc']
2506,wn.com,['mbfc']
2507,worldnewsdailyreport.com,"['opensources', 'buzzfeed', 'politifact', 'allcott', 'mbfc']"
2508,wnyc.org,['mbfc']
2509,world.wng.org,['mbfc']
2510,wokesloth.com,['mbfc']
2511,wilsoncenter.org,['mbfc']
2512,worldtruth.tv,"['allcott', 'opensources', 'mbfc', 'politifact']"
2513,witscience.org,"['buzzfeed', 'opensources', 'mbfc']"
2514,news.cn,['mbfc']
2515,yesimright.com,"['allcott', 'opensources', 'mbfc']"
2516,yorkdispatch.com,['mbfc']
2517,news.yahoo.com,['mbfc']
2518,x22report.com,"['opensources', 'mbfc']"
2519,worldtribune.com,['mbfc']
2520,yellowhammernews.com,"['opensources', 'mbfc']"
2521,worldcrunch.com,['mbfc']
2522,yaf.org,['mbfc']
2523,wri.org,['mbfc']
2524,wsws.org,['mbfc']
2525,yesmagazine.org,['mbfc']
2526,ynetnews.com,['mbfc']
2527,tytnetwork.com,['mbfc']
2528,ydr.com,['mbfc']
2529,zcomm.org,['mbfc']
2530,zmescience.com,['mbfc']
2531,zootfeed.com,"['allcott', 'opensources', 'mbfc']"
2532,yournewswire.com,"['opensources', 'buzzfeed', 'politifact', 'allcott', 'mbfc']"
2533,yourblackworld.net,['mbfc']
2534,zebrafactcheck.com,['mbfc']
2535,maga2020.us,['mbfc']
2536,youthradio.org,['mbfc']
2537,zerohedge.com,"['allcott', 'opensources', 'mbfc']"
2538,rgj.com,['mbfc']
2539,albertaviews.ca,['mbfc']
2540,masslive.com,['mbfc']
2541,thedodo.com,['mbfc']
2542,readfrontier.org,['mbfc']
2543,thereisnews.com,"['buzzfeed', 'mbfc']"
2544,americatalks.com,['mbfc']
2545,greatamericanrepublic.com,['mbfc']
2546,politicalstate.org,['mbfc']
2547,americansfortruth.com,['mbfc']
2548,amac.us,['mbfc']
2549,americarisingpac.org,['mbfc']
2550,ansa.it,['mbfc']
2551,indiatimes.com,"['mbfc', 'politifact']"
2552,blackeyepolitics.com,['mbfc']
2553,mainichi.jp,['mbfc']
2554,thrillist.com,['mbfc']
2555,egypttoday.com,['mbfc']
2556,cloverchronicle.com,['mbfc']
2557,billionbibles.org,['mbfc']
2558,uslibertywire.com,['mbfc']
2559,inforum.com,['mbfc']
2560,survivalblog.com,"['opensources', 'mbfc']"
2561,checkpointasia.net,['mbfc']
2562,yaleglobal.yale.edu,['mbfc']
2563,everydayhealth.com,['mbfc']
2564,wacotrib.com,['mbfc']
2565,diply.com,['mbfc']
2566,tmz.com,['mbfc']
2567,thebrunswicknews.com,['mbfc']
2568,worldaffairsbrief.com,['mbfc']
2569,cc.org,['mbfc']
2570,lmtonline.com,['mbfc']
2571,freedomalliance.org,['mbfc']
2572,yankeeinstitute.org,['mbfc']
2573,bleepingcomputer.com,['mbfc']
2574,washingtonian.com,['mbfc']
2575,dailyo.in,"['allcott', 'mbfc']"
2576,apa.org,['mbfc']
2577,middleamericandemocrat.com,['mbfc']
2578,imao.us,['mbfc']
2579,ccn.com,['mbfc']
2580,deshabhimani.com,['mbfc']
2581,greanvillepost.com,"['opensources', 'mbfc']"
2582,anh-usa.org,['mbfc']
2583,lcsun-news.com,['mbfc']
2584,lansingstatejournal.com,['mbfc']
2585,ncsl.org,['mbfc']
2586,armscontrol.org,['mbfc']
2587,thewashingtonpundit.com,['mbfc']
2588,hanfordsentinel.com,['mbfc']
2589,yournewsnet.com,['mbfc']
2590,wokennews.com,['mbfc']
2591,updateamerica.com,['mbfc']
2592,starpolitical.com,['mbfc']
2593,catchnews.com,['mbfc']
2594,reedcooper.net,['mbfc']
2595,lucianne.com,['mbfc']
2596,ew.com,['mbfc']
2597,change.org,['mbfc']
2598,thenation.com,['mbfc']
2599,adaa.org,['mbfc']
2600,nraila.org,['mbfc']
2601,delrionewsherald.com,['mbfc']
2602,macon.com,['mbfc']
2603,illegalaliencrimereport.com,['mbfc']
2604,newsandnews.com,['mbfc']
2605,legorafi.fr,"['opensources', 'mbfc']"
2606,organicfacts.net,['mbfc']
2607,tarbell.org,['mbfc']
2608,iceagenow.info,['mbfc']
2609,canadafactcheck.ca,['mbfc']
2610,shreveporttimes.com,['mbfc']
2611,alternative-science.com,['mbfc']
2612,uslibertywire.club,['mbfc']
2613,alternativelyfacts.com,['mbfc']
2614,sourcepolitics.com,['mbfc']
2615,virginiamercury.com,['mbfc']
2616,cfact.org,['mbfc']
2617,bongino.com,['mbfc']
2618,claremont.org,['mbfc']
2619,eurekalert.org,['mbfc']
2620,lasvegassun.com,['mbfc']
2621,everytown.org,['mbfc']
2622,frontpagelive.com,['mbfc']
2623,jewishjournal.com,['mbfc']
2624,moonbattery.com,['mbfc']
2625,teenvogue.com,['mbfc']
2626,thelibertydaily.com,['mbfc']
2627,thetowntalk.com,['mbfc']
2628,politicalite.com,['mbfc']
2629,dailysoundandfury.com,['mbfc']
2630,informationclearinghouse.info,"['opensources', 'mbfc']"
2631,americanmind.org,['mbfc']
2632,geek.com,['mbfc']
2633,learntherisk.org,['mbfc']
2634,globalrealnews.com,['mbfc']
2635,tenthamendmentcenter.com,"['opensources', 'mbfc']"
2636,uticaod.com,['mbfc']
2637,daily-chronicle.com,['mbfc']
2638,news.amomama.com,['mbfc']
2639,longwarjournal.org,['mbfc']
2640,wsvn.com,['mbfc']
2641,spectator.us,['mbfc']
2642,elnuevodia.com,['mbfc']
2643,sapiens.org,['mbfc']
2644,thenewrevere.com,['mbfc']
2645,unenvironment.org,['mbfc']
2646,dailyhealthpost.com,['mbfc']
2647,abcbusinessnews.com,['mbfc']
2648,southernpatriotnews.com,['mbfc']
2649,africacheck.org,['mbfc']
2650,ctpost.com,['mbfc']
2651,statepress.com,['mbfc']
2652,popular.info,['mbfc']
2653,therepublic.com,['mbfc']
2654,cbs12.com,['mbfc']
2655,deplorablekel.com,['mbfc']
2656,thewashingtonsentinel.com,['mbfc']
2657,climatism.blog,['mbfc']
2658,out.com,['mbfc']
2659,gop.gov,['mbfc']
2660,mcsweeneys.net,['mbfc']
2661,tplnews.com,['mbfc']
2662,curiosity.com,['mbfc']
2663,7news.com.au,['mbfc']
2664,potatriotsunite,['mbfc']
2665,ghionjournal.com,['mbfc']
2666,gainesville.com,['mbfc']
2667,oye.news,['mbfc']
2668,boundingintocomics.com,['mbfc']
2669,post-journal.com,['mbfc']
2670,civilbeat.org,['mbfc']
2671,explainlife.com,['mbfc']
2672,nbcnewyork.com,['mbfc']
2673,blabber.buzz,['mbfc']
2674,chicagodaily.pro,['mbfc']
2675,debunkingdenialism.com,['mbfc']
2676,genesiustimes.com,['mbfc']
2677,politicalflare.com,['mbfc']
2678,mediabiasfactcheck.com,['mbfc']
2679,backroombuzz.com,['mbfc']
2680,ktla.com,['mbfc']
2681,gothamist.com,['mbfc']
2682,readsludge.com,['mbfc']
2683,variety.com,['mbfc']
2684,endthefed.org,['mbfc']
2685,thelapost.com,['mbfc']
2686,vindy.com,['mbfc']
2687,worldpopulationreview.com,['mbfc']
2688,leicestermercury.co.uk,['mbfc']
2689,healingoracle.ch,['mbfc']
2690,capitalismmagazine.com,['mbfc']
2691,notrickszone.com,['mbfc']
2692,usbacklash.org,['mbfc']
2693,foxbusiness.com,['mbfc']
2694,atlasobscura.com,['mbfc']
2695,walesonline.co.uk,['mbfc']
2696,fortherightnews.com,['mbfc']
2697,christianheadlines.com,['mbfc']
2698,sanctumnews.com,['mbfc']
2699,healthyfoodhouse.com,['mbfc']
2700,lawenforcementtoday.com,['mbfc']
2701,pop.org,['mbfc']
2702,victoriaadvocate.com,['mbfc']
2703,palmbeachdailynews.com,['mbfc']
2704,pcmustdie.com,['mbfc']
2705,fashthenation.com,['mbfc']
2706,gmwatch.org,['mbfc']
2707,redbluedivide.com,['mbfc']
2708,sciencing.com,['mbfc']
2709,deepsouthvoice.com,['mbfc']
2710,fosters.com,['mbfc']
2711,trendingpolitics.com,['mbfc']
2712,them.us,['mbfc']
2713,secondamendmentdaily.com,['mbfc']
2714,riverdalepress.com,['mbfc']
2715,caldronpool.com,['mbfc']
2716,channel4.com,['mbfc']
2717,headtopics.com,['mbfc']
2718,greatamericandaily.com,['mbfc']
2719,achnews.org,['mbfc']
2720,thelaughclub.net,['mbfc']
2721,apost.com,['mbfc']
2722,kdvr.com,"['allcott', 'mbfc']"
2723,iheartintelligence.com,['mbfc']
2724,theadvocates.org,['mbfc']
2725,pantsonfirenews.com,['mbfc']
2726,arcamax.com,['mbfc']
2727,moronmajority.com,['mbfc']
2728,americanactionnews.com,['mbfc']
2729,ahvalnews.com,['mbfc']
2730,amimagazine.org,['mbfc']
2731,grainoftruth.ca,['mbfc']
2732,francetvinfo.fr,['mbfc']
2733,noqreport.com,['mbfc']
2734,focustaiwan.tw,['mbfc']
2735,getholistichealth.com,['mbfc']
2736,telegraaf.nl,['mbfc']
2737,bdnews24.com,['mbfc']
2738,psychcentral.com,['mbfc']
2739,whistleblower.org,['mbfc']
2740,infobae.com,['mbfc']
2741,bt.dk,['mbfc']
2742,breakingnewshouse.com,['mbfc']
2743,thegreggjarrett.com,['mbfc']
2744,censored.news,['mbfc']
2745,protrumpnews.com,['mbfc']
2746,wethepeopledaily.com,['mbfc']
2747,berlingske.dk,['mbfc']
2748,madhousemagazine.com,['mbfc']
2749,leadertelegram.com,['mbfc']
2750,india.com,['mbfc']
2751,brightside.me,['mbfc']
2752,expressen.se,['mbfc']
2753,copblock.org,['mbfc']
2754,rightandfree.com,['mbfc']
2755,dailymaverick.co.za,['mbfc']
2756,polygon.com,['mbfc']
2757,gp.se,['mbfc']
2758,repubblica.it,['mbfc']
2759,charitynavigator.org,['mbfc']
2760,lastampa.it,['mbfc']
2761,analyzingamerica.org,['mbfc']
2762,ceasefiremagazine.co.uk,['mbfc']
2763,archaeology-world.com,['mbfc']
2764,suffolkgazette.com,['mbfc']
2765,marginalrevolution.com,['mbfc']
2766,hs.fi,['mbfc']
2767,ajuanews.com,['mbfc']
2768,finnishnews.fi,['mbfc']
2769,theflipside.io,['mbfc']
2770,asiannews.it,['mbfc']
2771,christiantoday.com,['mbfc']
2772,evil.news,['mbfc']
2773,china.org.cn,['mbfc']
2774,higherperspectives.com,"['mbfc', 'politifact']"
2775,ldnews.com,['mbfc']
2776,avclub.com,['mbfc']
2777,bestdailynews.info,['mbfc']
2778,boston.cbslocal.com,['mbfc']
2779,12news.com,['mbfc']
2780,arcdigital.media,['mbfc']
2781,boston.com,['mbfc']
2782,citypages.com,['mbfc']
2783,kait8.com,['mbfc']
2784,bellinghamherald.com,['mbfc']
2785,occupyindependents.com,['mbfc']
2786,americantruthtoday.com,['mbfc']
2787,theunionjournal.com,['mbfc']
2788,newsservis.com,['mbfc']
2789,nationalfile.com,['mbfc']
